name	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
 Gus Van Sant	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-25	 
 Peggy Ashcroft	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	42	 	 
John Ireland	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-2	 	 	 
Ann Blyth	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	41	 	 	 	 	 	 	52	52	10	 	 	 	 	20	 	38	 	 	 	 	 	 	 
Erich von Stroheim	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-3	 	 	-8	 	 	 	 	 	 	 	 	-31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Spike Jonze	 	 	 	 	 	 	 	 	-22	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Paul Lukas	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 John Hurt	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	62	 	 
Julie Andrews	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	39	 	 	 	 	 
 Dorothy McGuire	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	 	 	 	29	 	 	-51	 	 	 	49	 	 	 	 	 	 	-10
 Jennifer Tilly	 	 	 	 	 	 	 	 	-12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 
 Paul Newman	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-6	 	 	 	 	 	 	 	 	 	 	 	 	 	-49	 	 	 	 	 	 	31
 Greg Kinnear	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	27	 	 	 	 	 	 	 
John Houseman	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Sydney Pollack	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	26	 	 	 	 	 	 	 
 James Mason	 	 	 	 	-5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	45	 	 	 	 	 	32	 	-45	 	10	 	 	 	 	 	-3	 	 	 	 
Leslie Howard	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	 	 	 	 	 	 	45	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 James Gleason	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	19	 	-33	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Jeanne Eagels	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Nina Foch	 	 	 	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-9	 	 	-39	 	 	 	 	 	 	 	 	 	 	 	 	22	 
Eleanor Parker	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	 	 	 	 	 	 	 	47	 	 	 	 	 	 	 	15	 	 	8	 	 	 	-39	 	0
 Jack Oakie	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-14
Irene Dunne	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-3	 	 	 	 	 	 	 	 	 	-29	 	-36	-23	-53	 	 	-34	 	 	 	 	 	 	 	 	 	 	 
 James Dean	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-34	 	 	 	20	 	34	 	-60	 	 	 	 	 	 
 Margaret Rutherford	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-23	 	 	 	 	 	 	 	 
Jack Lemmon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-27	 	 	 	-7	 	-2	 
Berenice Bejo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Marie Dressler	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	26	 	1	 	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 George Stevens	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	 	 	-21	 	 	 	 	 	 	 	-49	 	 	38	 	66	 	 	 	 	 	69	 	 
 Lynn Redgrave	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	 	 	 	 	 	 	23	 	 	 	 	 	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Edward James Olmos	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-44	 	 	 	 	 	 	 	 	 	 	 	 
 Mike Nichols	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-65	 	 	 	 	 	 	 
 Sylvia Sidney	 	 	 	 	 	 	 	 	 	-2	 	 	 	 	 	 	 	 	 	12	1	 	 	 	 	1	 	 	 	50	 	 	 	-50	-50	-2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Bruce Davison	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-5	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Don Ameche	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	18	18	 	24	24	24	 	32	32	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Michael Chekhov	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Chloe Sevigny	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Peter Bogdanovich	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	28	 	 	 	 	 	 	 	 
 Rachel Roberts	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	35	35	 
 John Wayne	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	45	 
Chester Morris	 	 	 	 	 	 	 	 	 	-1	 	 	 	 	 	 	 	 	 	 	-19	 	 	 	 	 	 	 	-31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Natalie Wood	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	33	 	 	 	-20	 	58	58	56	56	-50	-50	 	 	 	-42	 	 	 
Gloria Swanson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-12	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Natalie Wood	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-30	 	 	 	 	 	 	 	 	 	 	 	 	 	23	 
Ava Gardner	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-26	 	-8	-8	 	 	 	49	24	43	 	11	11	11	11	 	 	-48	 	 	 	 
 Walter Matthau	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-44	 	-60	 	 	 	 
 Tess Harper	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-15	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Patricia Neal	 	 	 	 	 	 	 	 	-7	 	 	 	 	 	 	 	 	 	-9	 	 	 	 	 	 	44	 	 	 	-8	 	 	 	 	 	 	-33	-33	 	 	 	 	 	 	 	-59	 	 	 	 
 Maggie Smith	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-10	 	 	 
Janet Leigh	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-26	 	 	 	 	 	 	 	 	 	 	-66	 	 	 
James Cromwell	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
River Phoenix	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	 	 	 	 	 	 	 
Anthony Perkins	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	25	-28	-28	-28	-28
Bessie Love	 	 	-5	 	 	 	 	-1	 	 	 	 	 	-10	 	 	18	18	18	 	 	 	 	 	 	 	 	 	 	4	 	 	 	-26	 	 	 	 	 	1	 	 	 	 	 	 	-11	 	 	46
 Thomas Gomez	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	53	53	 	 	2	 	 	-41	 	 	-64	 	 	 	 	5
 Kim Hunter	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-43	 	 	 	 	 	 	 	 	 	 
Mike Nichols	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Melina Mercouri	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	 	49	49	 
 Ned Beatty	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-45	 	 	 
 Jane Wyman	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	5	5	5	 	19	 	48	 	 	 	 	7	 	 	 	 	 	-30	 	 	 	 	 	 	 	 	-71	 
 Sally Field	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	 	 
 Steve McQueen	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-30	 	 	 	 	 	68	 	 	 	6	 
Brenda Fricker	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
George C. Scott	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	32
 Marsha Mason	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Janet Leigh	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-36	 	 	16	 	 	14	 	 	 	 	-27	 
 Hilary Swank	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Stephen Rea	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	29	 	 	 	 	 
Christopher Plummer	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	-25	-25	 	 	 	 	 	 	 	 	 	 	-20	 	45	 	 	 	 	 	 	 	 	 	 	-33	 	15	 
Ruth Gordon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	54	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Alan J. Pakula	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	 	 	 	 
 Ruth Gordon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	41	41	 	-32	 	-35	 	 	 	7	 	 	 	16	 	 	 	 	 	 	 	 
 Omar Sharif	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	 	 	 	 	 
Fredric March	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-13	 	 	 	 	 	30	 	 	 	 	 	 	 	 	 	-9	 	 	 	 	 	 	 	 	-19	 	 	 	-24	 	 
Franchot Tone	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-17	 	33	33	 	37	 	 	 	 	 	 	 	 	 	-21	 	 	-31	-31	 	 	 	 	 	 	 	 	 
Joseph L. Mankiewicz	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-45	 	 	 	-63	 	 
 Celeste Holm	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-6	 	 	 	 	-36	-36	 	 	-31	 	 
 Patty McCormack	 	 	 	 	-8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Ethan Hawke	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-54	 	 	 	 	 
Barbara Hershey	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	58	 	 	 	 	 	 	-48	 	 	 	 	 	 	 	 
Edmond OBrien	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	55	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Mary Steenburgen	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	42	 	 	 	 	 	 
 Chester Morris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-1	 	 	 	 	-68	 	 
 Peggy Wood	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Dorothy Dandridge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-4	 	14	 	28
 Gene Kelly	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-25	-25	 	 	 	-23	 	 	 	0	 	2	 	 	 	 	 	14	 
Piper Laurie	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	65	 	 	 	 
 Peter Firth	 	 	 	 	 	-2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Isabelle Adjani	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	57	 	 	 	 	 	 	 	 	 
 Donna Reed	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-9	-9	 	 	 	 	 	 	 	 	 	-51	-51	 	 	 	 	 	 	 	 
 Miranda Richardson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	36	 	 	 	 	 
 Shohreh Aghdashloo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Grace Kelly	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	27	27	12	-68	 	12	 	 	 	 	 
Chiwetel Ejiofor	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	 	 	 	 	 	 	 	 	-28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Susan Hayward	 	 	 	 	 	 	 	 	-10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-19	-19	 	 	 	-24	 	 	 	17	 	 	 	 	 	 	 	 	-6	-6	 	45	22	 	42
Ang Lee	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Nancy Carroll	 	 	 	 	 	 	 	 	-16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-23	 	4	 	 	19	 	 	 	 	 	 	 	 	 	 	 	 
 Piper Laurie	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-10	 	 	 	 	 	 	 	 	 
Lee Remick	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-10	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Albert Finney	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	37	 	 	 	 	 	 	 	 	 	 	 	 	 	46	 	 	 	 	 	 	 	 	36	 
 Bessie Love	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	 	 	 	 	 	 	13	 	 	 	 	 	 	 
 Pauline Collins	 	-1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Buck Henry	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	33	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Burt Reynolds	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 William Powell	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	9	9	 	 	 	26	 	 	 	 	6	 	-50	 	 	 	-54	-54	-54	 	31	 	 	 	-18	 	17	 	 	 	 	 	 
 Jason Robards	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	41	 	 	 	 	 	 	 	 	-67	 	 	 	 	61	12	12
 Warner Baxter	 	 	-4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-14	 	 	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Patricia Neal	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	58
 Imelda Staunton	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	41	 	 	 	 	 	 	 	 	 
 Pete Postlethwaite	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-32	 	 	 	 	 	 	 
Fred Zinnemann	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-55	 	 	 	 	 	 	 	28	 	 	 	 	-33	 	 	 	 
Jack Oakie	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	 	6	 	 	 	 	 	 	 	 	 	 	 	 	12	 	-10	 	 	 	 	 	 	 	 	 	 
Peter Firth	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
