name	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
Donna Reed	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-24	 	-44	-44	-44	 	 	 	 	33	33	 	 	 	 	 	 	 	 
Nancy Olson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	61	 	 	 	 	 	 	 	 	 	 
 Kathleen Turner	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	 	 	 	 	 	 	22	 	 	 	 	 	 	 	 	 	 	 
Gloria Stuart	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-37	 	-4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Hope Lange	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-37
Arthur OConnell	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	43	 	-24	 	4	 	 
Elia Kazan	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-10	 	57	 	 	 	 	 	-15	-57	-61	-61	-61	 	 	 	 
 Diana Scarwid	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	26	 
Nick Adams	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-2	 	 	 	 	 
Ed Begley	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	51	 	 	 	 	 	 	 	 	 	 
 George Segal	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-20	 	 	 	 	 	19
 Juliette Lewis	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	43	 	 	 	 	 	 	 	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Sally Kirkland	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Joan Fontaine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50
 Mercedes McCambridge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-26	-25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	41	 	 	-19	 	 	 	-65	-65	 	 
 Fay Bainter	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	 	 	 	 	 	-1	 	 	 	 	 	 	 	-39	 	 	 	 	 	 	 	 	 	 	 	 	 
 Elia Kazan	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-45	-45	-45	 	 	 	 	 	 	 	-63	 
 Nick Adams	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	39	 	 	4	 	 	49
 Richard Farnsworth	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-11	 	 	 	 	 	 	 	 	-52	 	 	 	 	 	 	 	 	 	 	 	-31	 
Miriam Hopkins	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	 	 	 	-15	 	 	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Marcia Gay Harden	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Diane Varsi	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 
Dean Stockwell	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	10	 	 	 	0	 	 	 	 	 	 	 	 	-1	 	 
 Jules Dassin	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	11	11	11	 	 	 	 	 	 	 	 	50	 	 
Maureen Stapleton	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	62	 	 	 
 Valerie Perrine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Joanne Woodward	 	 	 	 	 	 	 	 	-17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Paulette Goddard	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Ernest Borgnine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-18	 	 	 	 	 	-37	 
 Liv Ullmann	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-3	-3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Melinda Dillon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	29	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Annette Bening	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-27	 	 	 	 	 	 	 	 	 	 	 	 	 
 Robert Wise	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-38	-42	-42	-50	 	 	 	-58	 	34	 	 	 	 	-40	 	64	64	-20	-20	 	 
Richard Burton	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-35	 	 
 Martin Landau	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	31	 	 
Alan Bates	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-33	-33
Amy Ryan	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Michael Clarke Duncan	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Melissa McCarthy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Ron Howard	 	 	 	 	 	 	 	 	 	 	 	-1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	64	 	 
 Miyoshi Umeki	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	22	 	 	 	 	 	 	 	 	 	-20
Fay Bainter	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	5	 	 	 	 	41	 	-5	 	 	 	 	 	14	 	 	 	 	 	 	 	 	 	 
Alec Guinness	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	36	 	-45
 Paul Lukas	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-2	 	 	 	 	 	 	 	 	 	 	-1	-1	 	 	 	 	 	 	 	-54	 	 	 
Eddie Albert	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	 	49	49	 	-49	 	 	 	-14	-14	 	 	33	 	8	 	 	 	 	-53	 	 	20
 Montgomery Clift	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-30	 	 	36	 	55	 	 	 	61	61	-64	-64	-64
 Sidney Lumet	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-53	-53	 
 Rip Torn	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-60	 	 	32	 	 
 Vincent Gardenia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	 	 	33
 Barbara Hershey	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 
Jane Wyman	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-26	 	 	 	 	 	 	 	 	 	 	55	55	 	-33	 	-10	-10	 	 	 	 	 
 William Wyler	 	 	 	 	-17	 	 	 	 	 	 	 	 	-4	-4	 	19	26	 	 	 	 	 	-16	-16	 	 	3	8	8	8	 	 	 	-8	 	 	-24	 	-4	 	7	 	-18	 	 	57	57	57	57
Brad Dourif	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	27	 
 James Stewart	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Melvyn Douglas	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-13	-13	 	 	 	34	 	10	 	 	38	 	52	 	 	 	58	 	-16	 	 	 	 	 	 	 	 	 	 	 	 
 Gary Sinise	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 John Marley	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	48	 	 	 
Felicity Jones	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	71	 	 
 Jane Alexander	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	52	 	 	 	 	 	 	 	 
 Susan Kohner	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-1	 	 	-72	 	15
Ruth Chatterton	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Joanne Woodward	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-40
 Brian Aherne	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-22	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Helen Hayes	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	22	 	 	 	 	 	 	 	 	 	 	-21	 	 	 	 	 	19	19	 	 	 	 	 	 	 	 	 
Ben Johnson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-55	-55	 	 	 	64	 	-37	-21	 	 	 	 	 
 Rupert Crosse	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-4	-4	 
 Peter Falk	 	 	 	 	 	 	 	 	 	 	 	 	 	-8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	34	 	 	 	 	 	 	 	 	 	 	-34	-34	 	 	-36
James Garner	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Joan Allen	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-17	 	 	 	 	 	 	 	 	 	 	 	 	 
J. Carrol Naish	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-13	 	 	 	 	 	 	 	 	 	 	-16	 	14	 	 	27	 	 	 	-9	 	 	 	10	 	 	 	 
 Melanie Griffith	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	 	 	 	 	 	 	 	 	 	 	 
 James Cagney	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	22	 	 	 	 	 	 	 	56	 	 	 	 	-22	 	 	 	 	 	 	 	 	 	 	 	 	-50
 Marjorie Main	 	 	 	 	-20	 	 	 	 	 	 	 	 	 	 	 	 	5	5	 	 	 	0	 	 	22	 	 	29	29	 	 	19	 	13	 	 	 	-56	-56	 	37	37	 	-49	 	 	 	 	 
 Robert Loggia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	65	 	 	 	 	 
 Sigourney Weaver	 	 	 	 	 	 	 	 	-5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Richard Dix	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Judy Holliday	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-10	 	 	 	 	 	33	 	 	 	 	 	 	 	 	 	-26	 	 	 	 	 	 	 
 Minnie Driver	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	54	 	 	 	 	 	 	 	 	 	 	 
 Linda Hunt	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Vittorio De Sica	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	19	 
 William Holden	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-3	 	 	-37	 	 	 	 	 	 	 	60	 	24	-41	-41	-41	 	 	 	 	 
Loretta Young	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	24	24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-14	 	 	 	 	42	 	 	 	 	 	 	 	 	 	 
 Hugh Jackman	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-35	 	 	 	 	 	 
Anne Ramsey	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-38	 	 	 	 	 	 	 	 	 	 	 	47	47	 	 
Gloria Grahame	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-17	 	 	62	42	42	 	 	 	 	 	 	 
 Lesley Ann Warren	 	 	 	 	 	 	 	 	-4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	 	 	 	 	 	 	 	 	 	 	 
 Basil Rathbone	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Jude Law	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	46	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 James Cromwell	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-40	 	22	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Albert Bassermann	-2	 	 	 	 	 	-3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	39	30	 	 	38	 	-49	-49	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Leslie Caron	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	52	 	 	-38	 	 	 
 Eddie Albert	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-32	 	-47	 	 	 	 
 Rex Harrison	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	 	 	 	 	 	 	 	 	-24	 	 	 	-22	-22	-22	 	 	 	 	 	 	 	 	 	 	 	 	-8	 
Montgomery Clift	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-25	 	 	 	 	 	 	 	 	 	 	 	 
 Lee Grant	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-12	 	-23	 	 
 Ed Begley	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-38	 	 	 	 	 	 	 	 	-17	10	 
 Maureen Stapleton	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-52	 
Barry Fitzgerald	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	14	 	 	-5	 	-20	-24	 	 	 	12	39	27	 	 	 	 	 	 	 	 	 	 	 
 Jeanne Crain	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-4	 	 	 	-5	 	 	36	 	 	22	 	 	 	 	 	-71
Jack Palance	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-48	 	60	 	 	-8	 	 
 Gale Sondergaard	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	29	 	 	 	-27	 	 	 	-33	 	 	 	 	44	 	 	 	 	 	 	 	 	 	 	 	 
 Maggie McNamara	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	47	47	47	 	 	 	 	 	 
Bob Hoskins	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	60	 	 	 	 	 	 	 	 
 Lee Remick	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	 	-49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-58	 	 	-61	 
 Olympia Dukakis	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Judd Hirsch	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	48	 	 
Marjorie Main	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7	 	 	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Simone Signoret	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-7
 Loretta Young	 	 	2	 	-7	 	 	 	 	 	 	 	 	 	 	 	 	15	 	 	-18	-18	 	19	19	19	 	 	 	 	 	-28	 	 	 	-11	 	 	-33	 	-3	 	 	 	 	 	52	 	 	 
 John Huston	 	 	 	 	-18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	40	 	 	 	 	 	-35	 	 	-28	-22	-22	-30	-30	 	 	-55	-55	 	 	 	 
 Broderick Crawford	 	 	 	 	-12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Warren Beatty	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	45
 Margaret Sullavan	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-15	 	 	 	 	 	-32	 	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
