name	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
 Sally Kellerman	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-22	-18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
George Kennedy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Catherine Keener	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
George Stevens	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-22	 	 	 	 	 	 	 	-12	 	-36	 	 	 	 	 	 	 	 	 	 	-60	 	 	 	 	 	 	 	 	 
 Charles Durning	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-16	 	-28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Lynn Redgrave	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	 	 	 	 	 	 	 	 
 Jean Simmons	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	47	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-55	-55	 	 	 	9	 	-12	 	 
 Tony Richardson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-34	 	 	 	 	 	 	-36	 	 
 Randy Quaid	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Tommy Lee Jones	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-43	 	 	 
James Coburn	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	35	 	 	 	 	 	 	 	 	 	 	 	 
Emil Jannings	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	22	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Ruth Chatterton	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	 	-12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Shirley Jones	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-33	-25	-25	 	19	 	 
 Richard Attenborough	 	 	 	-1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-46	 	 	-25	 	 	 	 	 	2	 	 	 	 	19	 	 	54	 	-32
 Katina Paxinou	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-45	 	 	 	-7	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 George Chakiris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-1	 	 	33	 	 	 	 	-19
 Robert Forster	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-26	 
 Jackie Cooper	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	 	 	 	 	-40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Jack Lemmon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	 	 	 	11	11	 
 Sydney Greenstreet	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-16	 	 	48	48	48	48	48	 	 	 	 	 	 	 	 	 	 	 	 	 
Anne Shirley	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	 	 	 	 	-23	-23	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Peter Fonda	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-68	 
 Harold Russell	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Miyoshi Umeki	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	 	 	 	 
 Michael Chekhov	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	-18	 	 	 	 	 	 	 	 	 
Celeste Holm	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	 	 	40	40	 	57	 	 	 	 	 	 	 	 	 	 	-7	 
 Edmond OBrien	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-21	 	 	-36	-36	-36	 	 	 	 	 	 	 	 	 	 	 	 	 
 Rosalind Russell	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	36	36	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	35	 	 	 	 	 	-46
 Dorothy Malone	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	-13	 	 	 	 
 Mildred Natwick	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-2	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Martin Balsam	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-63	 	 	 	 	 	 	 	 
 Amy Madigan	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	40	 	 	 	 	 	-44	 	 	 	 	 	 	 	 	 	 
Sam Wood	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Juliette Lewis	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-4	 	 	 	 	 	 	 	 	 
Anna Magnani	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	21	 	 	-51	 
John Mills	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	45	 	 	 	-20	 	 	 	-27	 	 	 	 	 	 	 	 	18	18	 	 	 	 	 
 Ellen Burstyn	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-22	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Sophia Loren	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-29	-29	-55	-57	 
F. Murray Abraham	 	 	 	 	-19	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Erich von Stroheim	 	 	 	 	 	 	-2	-2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Kathleen Quinlan	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	37	 	 	 	 	 
 Michael Redgrave	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	46	 	 	 	 	-21	 	 	 	 	36	 	 	 	45	 	59	59	 	 	 	 	 	1	 
Warner Baxter	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Tom Hardy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Fred Zinnemann	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-29	 	 	 	 	-45	 	-31	 	 	 	43	44	 
Corinne Griffith	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-41	 
Glenn Close	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23
 Franchot Tone	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	 	7	 	15	 	 	 	37	 	 	 	 	-13	-13	 	 	 	 	 	 	 	 	 	 	 	 
 Dorothy Dandridge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Joan Blondell	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	 	-55	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Leslie Howard	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-33	 	-3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Carol Reed	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-65	 	 	37	 	 
 Robert Stevenson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	21	 	 	 	 	 	 	 	 	-68
Jesse Eisenberg	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7
Hugh Griffith	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-15	 	 	 	 	 	 	 	 	58	 	 
Geena Davis	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Anthony Perkins	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	 	 	 	 
 Burt Lancaster	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-34	8	 	 	 	 	 	-47	 	0	 	 	 	 	 	 
Brandon deWilde	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-35	 	 	 	-45	 	-69	-69	 	 
 Sarah Miles	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Christoph Waltz	 	 	 	 	 	-1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 George Arliss	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Charles Durning	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Mark Rylance	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Laura Dern	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Jack Warden	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	 	 	-46	 	 	 	-21	-21	 	-3	 
 Woody Harrelson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Janet McTeer	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Brenda Blethyn	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Chris Sarandon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Bob Hoskins	 	 	 	 	 	 	 	 	 	 	 	 	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Michel Hazanavicius	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-26	 	 	 	 	 	 	 	 	 	 	 	 	 
 Josephine Hull	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-4	 	 	 	 	 	50	50	 	 	 	 	 	 	 	 	 	 
 Cliff Robertson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	41	 	 	 	6	 	 
Jeanne Eagels	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Gene Tierney	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	 	 	15	 	30	 	 	-59	 	15	 	 	 	 	 	 	 	 	 	 
Deborah Kerr	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-21	 	 	 	 	 	 	 	 	17	 	 	-54	 	 	-40	-54	 	 	46	 
 Ernest Borgnine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-49	 	-55	 	 	 	 	 	 
Gregory Peck	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	30	 	 
Ian Holm	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-31	 	 	 	 	 	 	 
 George Kennedy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-34	 
Chazz Palminteri	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-65	 	 	 	 	 	 
 Susan Peters	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	20	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Joan Plowright	 	 	 	 	 	 	 	 	 	 	 	 	-2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-52	 	 	73	 	24
 Richard Dix	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-5	 	 	 	-27	-9	 	 	 	 	 	 	 	-30	 	 	 	-36	 	-13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Brian Aherne	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-34	-34	 	21	 	 	 	 	10	 	 	 	 	 	 	 	 	 	 	 	 	 	56	 	11	11	 	 	27	 	-11
 Susan Tyrrell	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Barbara Harris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-6
 Jacki Weaver	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-40	 	 	 	 	 	 	 	 	 	 
Francis Ford Coppola	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Joan Lorring	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Clifton Webb	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	 	 	 	 	16	 	 	37	 	48	 	-30	-30	 	 	 	 
 Mervyn LeRoy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-44
 Joan Fontaine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-13	-13	-13	 	 	 	 	 	 	 	 	-26	 	-61	 	-15	 	 	-5	 	 	 	 
 William H. Macy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 James Dunn	 	 	 	 	 	 	 	 	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-42	 
 Sidney Poitier	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50	 	 	 	-44	-44	 	15	 	-41
 Nancy Olson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	26	26	 	 	-34	 	-50	 	 	 	 	-73	 
Jack Albertson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	 	 
 William Friedkin	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-46	 
 Shirley Knight	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	 	 	 	 	 	 	 	 	 	 	-66	-66	 	 	 	 	-17	 
 Catherine Deneuve	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Helen Mirren	 	 	 	 	 	 	 	 	-2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Vivien Leigh	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	46	 	 	 	 	 	 	 	 	 	 	 	-39	 	 	 	 	 	 	 	 	 	 
 Anne Bancroft	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Anthony Quinn	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-44	 	 	 	 	 	 	 	 	 
Ralph Fiennes	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	 
 Paul Haggis	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 Lee Marvin	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-37	 	 	 	 	32	32	41	 	 	59	59	-70	 	 	 
Max von Sydow	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-2	 	 	 	 	 	 	 	 	 	 	 	 
 Tilda Swinton	 	 	 	 	 	 	 	 	-21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Basil Rathbone	 	 	 	 	 	 	 	 	 	 	 	 	-3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-32	-32	 	 	 	 	 	 	 	 	-14	 	 	 	 	 	 	 
 Jo Van Fleet	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	21	 	 	 	 	 	 	-64	 	 	-60	 
